female,age,edu,income,region,july25,mps,people,officials,leg2019_voted,leg2019,pres2019_1_voted,pres2019_1,pres2019_2_voted,pres2019_2
1,37,7,4,Sfax,1,1,1,1,1,98,1,1,1,1
1,49,4,NA,Sfax,1,5,2,1,2,NA,1,1,2,NA
1,37,2,3,Zaghouan,1,98,2,4,1,2,1,2,2,NA
1,75,4,4,Ben Arous,1,1,2,1,1,96,1,1,1,1
1,40,6,2,Kebili,2,1,2,1,2,NA,1,1,2,NA
1,56,2,NA,Siliana,98,1,1,1,2,NA,2,NA,2,NA
1,26,4,2,Siliana,98,5,5,4,2,NA,2,NA,2,NA
1,58,2,2,Tozeur,1,5,2,5,2,NA,2,NA,2,NA
1,22,5,6,Ariana,2,4,1,1,2,NA,2,NA,1,1
1,21,5,3,Ariana,1,4,2,1,2,NA,2,NA,1,97
1,20,4,3,Sfax,1,2,4,1,2,NA,2,NA,2,NA
1,22,5,3,Tunis,98,2,2,2,2,NA,2,NA,2,NA
1,25,5,3,Kasserine,1,2,2,1,2,NA,1,1,1,97
1,21,5,7,Mahdia,2,1,2,1,2,NA,2,NA,2,NA
1,22,7,4,Jendouba,1,1,2,2,1,5,1,1,2,NA
1,23,7,4,Tunis,2,1,5,3,1,7,1,1,1,1
1,19,4,2,Medenine,2,5,3,1,2,NA,2,NA,2,NA
1,20,4,2,Mahdia,2,2,1,2,2,NA,2,NA,98,NA
1,18,4,4,Tunis,1,1,2,1,2,NA,2,NA,2,NA
1,20,4,3,Sousse,98,4,2,2,2,NA,2,NA,2,NA
1,29,7,3,Sfax,1,1,2,1,1,96,1,1,1,1
1,23,7,7,Sousse,1,1,2,1,1,3,1,9,1,1
1,20,4,3,Monastir,98,1,5,1,2,NA,2,NA,2,NA
1,24,4,2,Gafsa,1,2,1,5,2,NA,2,NA,2,NA
1,20,5,3,Bizerte,2,1,2,1,2,NA,2,NA,2,NA
1,25,7,4,Ben Arous,1,1,2,1,1,5,1,1,1,1
1,18,4,5,Ariana,1,1,1,1,2,NA,2,NA,2,NA
1,19,3,2,Nabeul,98,2,1,1,2,NA,2,NA,2,NA
1,18,4,3,Bizerte,2,5,5,1,2,NA,2,NA,2,NA
1,21,5,3,Ariana,2,1,2,1,2,NA,1,1,1,1
1,22,5,NA,Kairouan,1,1,4,1,1,99,1,99,2,NA
1,21,6,3,Tunis,1,1,2,3,2,NA,1,1,2,NA
1,18,4,3,Ben Arous,1,5,1,1,2,NA,2,NA,2,NA
1,21,5,2,Ben Arous,1,5,2,1,2,NA,2,NA,2,NA
1,22,5,4,Tunis,2,5,5,1,2,NA,2,NA,2,NA
1,20,5,3,Sfax,1,1,2,1,2,NA,2,NA,2,NA
1,22,7,6,Tunis,1,4,2,1,2,NA,2,NA,2,NA
1,24,7,3,Manouba,1,1,2,1,1,98,1,1,1,1
1,23,7,5,Ben Arous,98,1,1,1,2,NA,98,NA,1,1
1,19,4,NA,Gafsa,1,1,5,1,2,NA,2,NA,2,NA
1,18,4,5,Monastir,2,2,2,4,2,NA,2,NA,2,NA
1,23,7,3,Sousse,1,3,2,2,2,NA,2,NA,1,1
1,20,5,2,Sidi Bou Zid,1,2,1,1,2,NA,2,NA,2,NA
1,24,5,2,Tozeur,1,1,1,1,1,7,1,1,1,1
1,22,5,3,Sfax,2,1,2,1,1,99,1,1,2,NA
1,22,7,7,Sfax,2,2,4,1,2,NA,1,1,1,1
1,18,4,2,Kairouan,2,5,1,4,2,NA,2,NA,2,NA
1,23,7,3,Manouba,1,5,1,1,1,4,1,6,1,1
1,29,6,4,Sousse,1,1,1,1,2,NA,2,NA,1,1
1,20,4,2,Monastir,2,5,4,5,2,NA,2,NA,2,NA
1,27,7,4,Monastir,2,2,2,1,1,98,1,1,1,1
1,18,4,3,Beja,1,2,1,1,2,NA,2,NA,2,NA
1,19,4,5,Le Kef,2,5,1,1,2,NA,2,NA,2,NA
1,18,4,3,Kairouan,1,2,1,1,2,NA,2,NA,2,NA
1,21,4,NA,Manouba,1,1,2,1,2,NA,2,NA,2,NA
1,22,6,4,Ben Arous,1,2,5,1,2,NA,2,NA,2,NA
1,20,4,3,Sfax,2,1,1,4,2,NA,2,NA,2,NA
1,20,5,5,Ben Arous,1,5,1,1,2,NA,1,1,1,1
1,22,4,3,Zaghouan,1,4,4,5,2,NA,2,NA,2,NA
1,33,4,4,Tunis,2,1,1,1,1,7,1,5,1,1
1,70,2,2,Bizerte,2,2,1,5,1,2,1,1,1,1
1,47,4,NA,Beja,1,1,2,1,2,NA,2,NA,2,NA
1,25,3,2,Jendouba,1,1,2,1,2,NA,2,NA,2,NA
1,40,2,NA,Tunis,98,2,4,1,2,NA,2,NA,2,NA
1,26,5,NA,Tunis,2,1,1,1,2,NA,2,NA,2,NA
1,37,7,4,Sidi Bou Zid,1,5,2,2,2,NA,1,99,1,1
1,30,7,6,Monastir,98,2,4,2,1,98,1,1,1,1
1,24,7,1,Ben Arous,2,5,1,2,1,3,1,2,98,NA
1,42,4,3,Medenine,1,5,1,5,2,NA,2,NA,2,NA
1,58,1,2,Zaghouan,1,1,1,5,2,NA,1,1,1,1
1,29,8,3,Sfax,1,5,5,1,1,99,1,1,1,1
1,31,7,5,Ariana,1,2,2,1,1,2,1,1,1,1
1,56,2,2,Mahdia,1,1,2,1,1,4,1,1,1,1
1,37,2,2,Sidi Bou Zid,1,2,5,5,98,NA,2,NA,2,NA
1,32,3,8,Nabeul,1,1,4,1,1,3,1,9,1,1
1,30,4,2,Beja,2,4,2,5,2,NA,2,NA,2,NA
1,26,8,4,Kasserine,1,1,2,1,1,98,1,1,1,1
1,27,7,3,Tunis,2,2,2,4,1,1,1,3,1,1
1,37,1,2,Sousse,1,2,1,1,1,7,1,1,2,NA
1,25,6,2,Ben Arous,1,3,2,1,2,NA,2,NA,2,NA
1,36,7,3,Zaghouan,98,1,2,1,1,99,1,1,1,1
1,30,8,8,Ben Arous,1,1,1,1,2,NA,2,NA,2,NA
1,24,8,4,Tunis,2,1,2,1,1,98,1,10,1,1
1,37,7,4,Tunis,1,1,4,1,2,NA,2,NA,1,1
1,26,7,2,Siliana,1,1,1,1,2,NA,2,NA,2,NA
1,27,8,4,Ben Arous,1,2,5,1,1,98,1,1,1,1
1,43,4,4,Kasserine,99,4,2,2,2,NA,2,NA,2,NA
1,31,5,2,Mahdia,2,5,1,2,2,NA,2,NA,2,NA
1,40,7,NA,Tunis,1,1,1,1,2,NA,2,NA,2,NA
1,23,5,3,Tunis,1,1,1,1,2,NA,1,2,1,2
1,33,8,4,Sfax,1,2,1,3,2,NA,1,96,1,1
1,56,2,2,Sousse,1,5,1,1,2,NA,1,1,1,1
1,33,3,NA,Manouba,1,3,2,1,2,NA,2,NA,2,NA
1,40,4,3,Ben Arous,2,4,1,1,1,1,1,8,1,1
1,31,4,5,Medenine,2,4,1,1,1,1,1,1,2,NA
1,39,2,2,Manouba,1,1,1,1,2,NA,2,NA,2,NA
1,31,7,4,Nabeul,1,2,2,1,1,98,1,1,1,1
1,35,3,3,Monastir,98,5,5,5,1,7,2,NA,1,2
1,25,4,3,Tunis,1,1,1,1,1,2,2,NA,1,1
1,20,4,2,Le Kef,1,1,2,1,2,NA,2,NA,2,NA
1,22,7,4,Beja,2,2,3,1,1,1,1,1,1,1
1,25,5,2,Sfax,1,5,2,1,2,NA,2,NA,2,NA
1,26,7,2,Sfax,1,1,2,1,1,4,1,6,1,1
1,28,7,NA,Sousse,1,1,2,1,1,99,1,99,1,1
1,35,6,3,Medenine,98,1,1,1,2,NA,2,NA,2,NA
1,28,4,2,Sousse,1,5,2,4,1,7,1,1,1,1
1,50,7,3,Nabeul,1,1,3,1,1,97,1,1,2,NA
1,35,6,8,Medenine,1,5,5,1,2,NA,1,1,1,1
1,35,8,3,Kairouan,1,5,1,1,2,NA,2,NA,2,NA
1,22,7,8,Sfax,1,1,2,1,2,NA,1,6,1,1
1,47,6,2,Gabes,2,2,4,2,1,1,1,1,1,1
1,60,8,2,Sidi Bou Zid,1,5,2,1,2,NA,2,NA,2,NA
1,27,3,2,Gabes,1,1,4,1,1,7,1,1,1,1
1,25,7,3,Sfax,98,3,1,1,2,NA,1,1,1,1
1,38,7,2,Kairouan,1,1,5,1,2,NA,2,NA,2,NA
1,29,3,3,Monastir,2,1,2,3,2,NA,2,NA,2,NA
1,48,2,2,Kairouan,1,1,2,1,1,1,1,1,1,1
1,27,5,3,Monastir,1,2,1,1,1,98,1,1,1,1
1,42,7,8,Nabeul,1,1,1,1,1,3,1,2,1,2
1,29,8,2,Sidi Bou Zid,99,1,2,1,1,99,1,1,1,1
1,69,2,3,Nabeul,1,98,1,5,2,NA,1,2,1,2
1,40,4,3,Nabeul,1,4,4,1,1,1,1,1,1,1
1,29,8,3,Nabeul,1,2,4,1,2,NA,2,NA,1,1
1,46,4,3,Tunis,1,1,4,2,1,4,1,6,1,1
1,20,2,2,Jendouba,2,2,1,5,2,NA,2,NA,2,NA
1,34,7,2,Beja,2,2,3,1,2,NA,2,NA,2,NA
1,18,4,4,Monastir,1,1,1,1,2,NA,2,NA,2,NA
1,55,6,2,Mahdia,2,2,1,2,1,7,1,1,2,NA
1,68,1,3,Medenine,98,98,1,98,1,98,1,1,1,1
1,27,7,3,Sidi Bou Zid,1,4,1,1,1,98,1,1,1,1
1,25,4,1,Sidi Bou Zid,1,5,5,5,1,96,2,NA,2,NA
1,20,6,3,Kairouan,1,1,2,1,2,NA,2,NA,2,NA
1,36,2,2,Ben Arous,1,2,1,1,1,2,1,1,1,1
1,28,5,NA,Sfax,2,2,1,1,2,NA,1,99,2,NA
1,26,7,8,Kasserine,1,1,1,1,2,NA,2,NA,2,NA
1,23,3,2,Le Kef,2,4,1,2,2,NA,2,NA,2,NA
1,28,4,4,Ben Arous,1,2,1,1,2,NA,2,NA,2,NA
1,40,3,3,Siliana,1,98,2,2,2,NA,2,NA,2,NA
1,26,4,3,Kebili,2,1,1,1,2,NA,2,NA,2,NA
1,52,1,1,Siliana,98,5,1,5,1,98,1,1,1,1
1,28,4,3,Manouba,1,3,2,1,1,96,1,2,1,2
1,55,3,4,Ariana,1,5,2,2,1,2,1,1,1,1
1,36,8,4,Zaghouan,1,1,1,1,1,99,1,1,1,1
1,25,4,3,Bizerte,1,3,1,1,2,NA,2,NA,2,NA
1,56,2,2,Tunis,98,1,1,1,1,2,2,NA,2,NA
1,42,4,5,Tunis,98,1,4,1,1,7,1,1,1,1
1,48,2,4,Bizerte,2,1,1,1,2,NA,2,NA,2,NA
1,54,3,4,Ariana,1,4,2,2,2,NA,2,NA,2,NA
1,32,4,4,Ben Arous,1,3,2,2,2,NA,2,NA,2,NA
1,38,7,3,Sfax,1,1,5,1,98,NA,1,1,1,1
1,58,2,3,Bizerte,1,2,2,5,1,7,1,2,1,2
1,26,8,5,Mahdia,1,1,5,1,1,96,1,9,1,1
1,54,2,2,Sfax,2,5,4,5,2,NA,2,NA,2,NA
1,36,4,2,Kasserine,1,5,1,1,1,96,1,2,1,1
1,30,8,4,Sousse,2,2,2,1,2,NA,2,NA,2,NA
1,30,4,3,Nabeul,1,1,1,1,2,NA,2,NA,2,NA
1,43,2,2,Sousse,2,5,5,1,2,NA,2,NA,2,NA
1,18,4,2,Gabes,2,2,2,1,2,NA,2,NA,2,NA
1,36,7,4,Monastir,1,1,2,1,1,3,1,1,1,1
1,42,4,3,Nabeul,98,2,2,2,1,2,1,2,1,2
1,47,4,4,Bizerte,98,3,1,3,2,NA,2,NA,2,NA
1,36,7,8,Tunis,1,1,1,1,98,NA,1,1,1,1
1,47,2,2,Nabeul,1,1,1,1,1,7,1,1,1,1
1,67,1,5,Sidi Bou Zid,1,98,1,4,1,96,1,1,1,1
1,42,4,4,Sfax,1,1,1,1,1,2,1,1,2,NA
1,57,1,1,Gafsa,98,4,98,99,1,98,1,1,1,1
1,38,4,3,Sousse,1,1,1,1,2,NA,2,NA,2,NA
1,28,4,4,Ariana,1,4,5,1,2,NA,2,NA,2,NA
1,30,7,2,Ariana,1,2,1,2,2,NA,2,NA,2,NA
1,43,2,3,Sousse,1,5,5,5,1,2,1,1,2,NA
1,57,4,3,Manouba,1,1,1,1,1,96,2,NA,2,NA
1,45,2,2,Sidi Bou Zid,1,5,5,5,2,NA,2,NA,2,NA
1,20,4,5,Ariana,2,2,4,1,2,NA,2,NA,2,NA
1,46,4,4,Ben Arous,1,2,1,1,2,NA,2,NA,2,NA
1,27,8,4,Ariana,2,5,1,4,2,NA,2,NA,2,NA
1,42,4,4,Tunis,2,2,2,2,1,98,1,1,1,1
1,30,8,5,Sfax,2,3,3,1,1,98,1,1,2,NA
1,26,7,4,Ariana,1,1,2,1,1,98,1,6,2,NA
1,45,2,3,Nabeul,98,1,4,1,1,2,2,NA,98,NA
1,25,3,2,Beja,1,1,1,1,2,NA,1,1,1,1
1,29,7,5,Sousse,1,1,2,1,1,3,1,9,1,1
1,20,7,5,Ben Arous,1,3,5,1,2,NA,2,NA,2,NA
1,54,2,2,Nabeul,1,5,5,1,2,NA,1,1,1,1
1,37,8,NA,Tunis,2,2,2,2,1,96,1,98,98,NA
1,24,4,7,Mahdia,1,1,1,1,2,NA,1,99,2,NA
1,24,7,5,Siliana,1,1,2,1,2,NA,2,NA,2,NA
1,NA,6,3,Tunis,1,5,2,5,1,96,1,1,1,1
1,39,2,2,Kasserine,1,5,1,5,1,98,1,1,1,1
1,50,4,3,Ben Arous,1,1,2,1,98,NA,1,1,2,NA
1,49,4,2,Ben Arous,1,5,1,1,2,NA,1,1,1,1
1,30,5,NA,Tunis,2,1,1,1,2,NA,2,NA,2,NA
1,37,4,4,Bizerte,2,5,1,5,2,NA,1,99,1,99
1,56,2,2,Gabes,2,5,5,1,2,NA,2,NA,2,NA
1,24,4,NA,Sousse,1,5,2,1,2,NA,1,1,1,1
1,34,7,NA,Monastir,1,2,4,1,1,99,1,1,1,1
1,39,8,8,Ariana,1,1,1,1,2,NA,2,NA,2,NA
1,35,6,3,Monastir,1,1,1,1,1,98,1,1,1,1
1,40,2,2,Tunis,98,4,4,2,2,NA,2,NA,2,NA
1,35,6,8,Sousse,2,5,1,5,1,2,1,11,1,1
1,27,7,7,Manouba,1,2,1,1,2,NA,2,NA,2,NA
1,21,3,2,Sousse,1,1,1,5,2,NA,2,NA,2,NA
1,50,1,3,Siliana,1,1,1,5,98,NA,1,1,1,1
1,48,2,3,Jendouba,1,1,1,5,2,NA,2,NA,2,NA
1,42,8,7,Bizerte,2,1,5,2,1,99,1,1,1,1
1,20,3,4,Bizerte,1,1,1,2,2,NA,2,NA,2,NA
1,37,6,3,Sousse,1,5,1,1,2,NA,1,1,1,1
1,27,5,3,Kebili,2,1,5,1,1,3,1,1,1,1
1,27,4,4,Nabeul,1,3,2,1,2,NA,2,NA,2,NA
1,28,7,3,Jendouba,1,1,2,1,98,NA,1,1,1,1
1,33,7,3,Monastir,1,1,2,1,1,3,1,4,2,NA
1,34,7,5,Tunis,1,4,2,2,2,NA,2,NA,2,NA
1,31,4,NA,Bizerte,2,4,1,1,1,96,1,98,1,98
1,35,4,4,Sfax,1,1,1,1,1,99,1,1,1,1
1,25,7,8,Ariana,2,1,1,1,2,NA,2,NA,2,NA
1,41,4,3,Sousse,1,98,98,1,2,NA,2,NA,2,NA
1,23,4,3,Ariana,2,1,2,5,2,NA,2,NA,2,NA
1,32,8,NA,Tunis,1,4,4,1,1,7,2,NA,2,NA
1,59,4,3,Tataouine,1,2,1,1,98,NA,1,1,1,1
1,46,6,3,Beja,1,1,2,1,1,96,1,1,1,1
1,48,7,6,Nabeul,2,1,1,1,1,96,1,4,1,2
